"year","marital","age","race","rincome","partyid","relig","denom","tvhours"
2000,"Widowed",67,"White","No answer","Strong republican","Catholic","Not applicable",8
2000,"Married",37,"White","Not applicable","Ind,near rep","Catholic","Not applicable",3
2000,"Married",72,"Other","Not applicable","Ind,near dem","Protestant","Lutheran-dk which",NA
2000,"Married",54,"White","$10000 - 14999","Ind,near rep","Catholic","Not applicable",4
2000,"Never married",19,"White","Don't know","Independent","Protestant","Other presbyterian",7
2000,"Married",44,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",8
2000,"Married",42,"White","$25000 or more","Not str republican","Protestant","Am lutheran",2
2000,"Never married",19,"White","$3000 to 3999","Independent","Catholic","Not applicable",NA
2000,"Married",43,"White","$25000 or more","Not str republican","Protestant","Evangelical luth",NA
2000,"Divorced",59,"White","$25000 or more","Independent","Protestant","Methodist-dk which",1
2000,"Married",52,"White","$25000 or more","Independent","Protestant","Am baptist asso",2
2000,"Married",40,"White","$25000 or more","Ind,near dem","Orthodox-christian","Not applicable",NA
2000,"Separated",51,"White","Not applicable","Not str democrat","None","Not applicable",12
2000,"Never married",50,"White","$25000 or more","Not str democrat","Jewish","Not applicable",NA
2000,"Never married",45,"White","Refused","Ind,near rep","Catholic","Not applicable",NA
2000,"Married",36,"White","$25000 or more","Strong democrat","Jewish","Not applicable",1
2000,"Married",45,"White","$25000 or more","Independent","Protestant","Other presbyterian",2
2000,"Divorced",71,"White","$25000 or more","Not str democrat","Jewish","Not applicable",NA
2000,"Married",58,"Black","$25000 or more","Not str democrat","Protestant","Afr meth episcopal",4
2000,"Married",31,"White","$25000 or more","Not str republican","Christian","Not applicable",NA
2000,"Never married",25,"White","$25000 or more","Independent","None","Not applicable",2
2000,"Never married",34,"Other","$15000 - 19999","Not str democrat","Catholic","Not applicable",2
2000,"Never married",48,"White","$25000 or more","Independent","None","Not applicable",3
2000,"Never married",26,"White","$20000 - 24999","Ind,near dem","Catholic","Not applicable",NA
2000,"Divorced",35,"White","$25000 or more","Other party","None","Not applicable",1
2000,"Married",42,"White","$25000 or more","Strong democrat","Christian","Not applicable",3
2000,"Married",52,"Black","$20000 - 24999","Independent","None","Not applicable",1
2000,"Divorced",27,"White","$25000 or more","Other party","None","Not applicable",2
2000,"Never married",44,"White","Not applicable","Strong democrat","None","Not applicable",NA
2000,"Never married",38,"Black","$25000 or more","Strong democrat","Protestant","Baptist-dk which",1
2000,"Married",75,"Other","Not applicable","Ind,near dem","Catholic","Not applicable",4
2000,"Never married",42,"Other","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
2000,"Widowed",89,"White","Not applicable","Not str republican","Protestant","Evangelical luth",3
2000,"Married",52,"White","$25000 or more","Not str republican","Protestant","No answer",2
2000,"Married",74,"White","Not applicable","Not str democrat","None","Not applicable",NA
2000,"Divorced",61,"White","Not applicable","Strong republican","None","Not applicable",NA
2000,"Married",76,"White","Not applicable","Strong republican","Protestant","No denomination",5
2000,"Married",50,"Other","$25000 or more","Not str democrat","Protestant","United pres ch in us",1
2000,"Separated",44,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
2000,"Married",38,"White","$25000 or more","Independent","Orthodox-christian","Not applicable",NA
2000,"Married",53,"Other","$25000 or more","Not str republican","Catholic","Not applicable",NA
2000,"Married",71,"White","Refused","Not str democrat","Jewish","Not applicable",NA
2000,"Widowed",73,"White","Not applicable","Independent","Catholic","Not applicable",NA
2000,"Divorced",43,"White","Not applicable","Independent","Jewish","Not applicable",1
2000,"Married",36,"White","$25000 or more","Ind,near rep","Catholic","Not applicable",NA
2000,"Married",40,"White","Not applicable","Strong democrat","Jewish","Not applicable",2
2000,"Married",42,"White","Refused","Not str republican","None","Not applicable",4
2000,"Divorced",68,"White","$20000 - 24999","Not str republican","Protestant","Other",NA
2000,"Married",45,"White","$25000 or more","Strong democrat","None","Not applicable",12
2000,"Divorced",34,"White","$25000 or more","Independent","None","Not applicable",NA
2000,"Never married",26,"White","$8000 to 9999","Not str democrat","Protestant","Other",5
2000,"Married",49,"White","$25000 or more","Independent","None","Not applicable",2
2000,"Married",59,"White","$15000 - 19999","Independent","Protestant","Am baptist asso",NA
2000,"Never married",45,"White","Not applicable","Not str democrat","Jewish","Not applicable",NA
2000,"Separated",77,"White","Not applicable","Independent","None","Not applicable",NA
2000,"Separated",56,"Black","Not applicable","Not str democrat","Protestant","Baptist-dk which",NA
2000,"Never married",48,"Black","Not applicable","Ind,near dem","None","Not applicable",1
2000,"Divorced",57,"White","Not applicable","Independent","Protestant","Southern baptist",12
2000,"Married",37,"Other","$25000 or more","Not str republican","None","Not applicable",NA
2000,"Married",35,"Other","$1000 to 2999","Not str democrat","Catholic","Not applicable",3
2000,"Married",42,"Other","$25000 or more","Not str republican","Protestant","Other",NA
2000,"Married",46,"White","$20000 - 24999","Strong republican","Protestant","Baptist-dk which",2
2000,"Married",53,"White","$25000 or more","Not str democrat","Catholic","Not applicable",2
2000,"Never married",28,"White","$25000 or more","Strong republican","Protestant","Presbyterian c in us",1
2000,"Married",54,"White","$25000 or more","Not str democrat","Catholic","Not applicable",NA
2000,"Married",38,"White","$20000 - 24999","Ind,near dem","Catholic","Not applicable",0
2000,"Married",32,"White","$1000 to 2999","Not str democrat","Catholic","Not applicable",2
2000,"Married",53,"White","$25000 or more","Not str republican","Protestant","Episcopal",1
2000,"Never married",20,"White","$5000 to 5999","Ind,near dem","Jewish","Not applicable",NA
2000,"Married",40,"White","Not applicable","Strong republican","Protestant","Am lutheran",NA
2000,"Married",46,"White","$25000 or more","Not str democrat","Jewish","Not applicable",NA
2000,"Married",41,"White","$25000 or more","Ind,near rep","Protestant","Lutheran-mo synod",2
2000,"Married",29,"White","Not applicable","Not str republican","Catholic","Not applicable",NA
2000,"Divorced",53,"White","$25000 or more","Not str democrat","Protestant","No denomination",1
2000,"Divorced",73,"White","$6000 to 6999","Independent","None","Not applicable",2
2000,"Married",58,"White","Not applicable","Strong democrat","Catholic","Not applicable",3
2000,"Married",58,"White","Don't know","Not str democrat","Protestant","Presbyterian c in us",3
2000,"Married",52,"White","Not applicable","Not str republican","Protestant","Am lutheran",1
2000,"Married",35,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",1
2000,"Never married",37,"Black","$25000 or more","Strong democrat","None","Not applicable",NA
2000,"Married",41,"Other","$20000 - 24999","Not str democrat","Catholic","Not applicable",NA
2000,"Never married",38,"White","$25000 or more","Strong democrat","Jewish","Not applicable",3
2000,"Married",34,"White","$25000 or more","Independent","Other","Not applicable",2
2000,"Never married",39,"Other","$25000 or more","Not str democrat","Catholic","Not applicable",NA
2000,"Divorced",56,"White","$25000 or more","Not str republican","Protestant","Am bapt ch in usa",NA
2000,"Divorced",52,"White","$20000 - 24999","Independent","Protestant","Other",6
2000,"Divorced",36,"White","$25000 or more","Ind,near rep","Christian","Not applicable",4
2000,"Never married",20,"Other","Don't know","Independent","None","Not applicable",4
2000,"Married",28,"White","$25000 or more","Strong republican","Catholic","Not applicable",NA
2000,"Separated",38,"Other","Not applicable","Strong democrat","Catholic","Not applicable",3
2000,"Divorced",79,"White","Not applicable","Not str democrat","Protestant","Southern baptist",NA
2000,"Widowed",84,"White","Not applicable","Strong democrat","Catholic","Not applicable",11
2000,"Divorced",61,"White","$25000 or more","Not str republican","Protestant","United pres ch in us",NA
2000,"Divorced",47,"White","$25000 or more","Ind,near dem","Catholic","Not applicable",2
2000,"Never married",20,"White","Refused","Independent","Protestant","Am baptist asso",2
2000,"Divorced",38,"Black","$25000 or more","Not str democrat","Protestant","Southern baptist",NA
2000,"Widowed",38,"White","$25000 or more","Strong democrat","Protestant","Methodist-dk which",8
2000,"Divorced",70,"White","Not applicable","Strong republican","Protestant","Other",2
2000,"Divorced",54,"White","$20000 - 24999","Not str republican","Protestant","Presbyterian-dk wh",NA
2000,"Divorced",32,"White","Not applicable","Strong democrat","None","Not applicable",NA
2000,"Never married",31,"White","$1000 to 2999","Independent","Catholic","Not applicable",4
2000,"Divorced",26,"Black","$25000 or more","Strong democrat","None","Not applicable",4
2000,"Widowed",84,"White","Not applicable","Strong democrat","Catholic","Not applicable",6
2000,"Widowed",42,"Other","$25000 or more","Strong republican","Catholic","Not applicable",NA
2000,"Married",41,"Black","$25000 or more","Not str republican","None","Not applicable",7
2000,"Married",32,"White","Not applicable","Independent","Catholic","Not applicable",NA
2000,"Never married",25,"White","$15000 - 19999","Strong republican","Protestant","Presbyterian c in us",NA
2000,"Never married",51,"White","Not applicable","Independent","Other","Not applicable",NA
2000,"Never married",30,"White","$20000 - 24999","Independent","None","Not applicable",10
2000,"Married",34,"White","$3000 to 3999","Independent","Catholic","Not applicable",2
2000,"Married",52,"White","$25000 or more","Not str republican","Catholic","Not applicable",7
2000,"Married",52,"White","$10000 - 14999","Independent","Protestant","Baptist-dk which",2
2000,"Widowed",79,"White","Not applicable","Strong republican","Protestant","Other",NA
2000,"Divorced",26,"Other","No answer","Not str democrat","Christian","Not applicable",1
2000,"Never married",32,"Black","$20000 - 24999","Strong democrat","Christian","Not applicable",NA
2000,"Married",37,"White","$25000 or more","Not str republican","None","Not applicable",NA
2000,"Married",23,"Other","Not applicable","Ind,near dem","Christian","Not applicable",4
2000,"Married",32,"Other","$20000 - 24999","Independent","Catholic","Not applicable",NA
2000,"Never married",21,"Other","Not applicable","Not str democrat","Christian","Not applicable",1
2000,"Married",24,"Other","Not applicable","Ind,near dem","None","Not applicable",4
2000,"Married",28,"Black","$15000 - 19999","Strong democrat","Protestant","Baptist-dk which",6
2000,"Married",35,"Other","$25000 or more","Strong democrat","Christian","Not applicable",1
2000,"Widowed",48,"Black","$25000 or more","Strong democrat","Catholic","Not applicable",NA
2000,"Never married",30,"White","$20000 - 24999","Independent","None","Not applicable",NA
2000,"Married",57,"White","Not applicable","Other party","Catholic","Not applicable",NA
2000,"Divorced",46,"Black","Not applicable","Not str democrat","Protestant","Southern baptist",NA
2000,"Divorced",49,"Black","Not applicable","Not str democrat","Protestant","Afr meth episcopal",2
2000,"Married",20,"Other","No answer","Not str republican","Catholic","Not applicable",NA
2000,"Widowed",74,"White","Not applicable","Strong republican","Catholic","Not applicable",4
2000,"Married",53,"White","Not applicable","Not str republican","None","Not applicable",15
2000,"Married",66,"Other","$15000 - 19999","Strong republican","Catholic","Not applicable",4
2000,"Married",27,"White","Not applicable","Strong republican","Protestant","Other",NA
2000,"Married",25,"White","$15000 - 19999","Strong republican","Protestant","No denomination",0
2000,"Married",54,"White","$20000 - 24999","Not str democrat","None","Not applicable",2
2000,"Never married",19,"White","Not applicable","Not str democrat","Jewish","Not applicable",NA
2000,"Divorced",51,"Black","Not applicable","Not str democrat","None","Not applicable",12
2000,"Married",31,"Other","$25000 or more","Strong democrat","Catholic","Not applicable",1
2000,"Never married",31,"White","Not applicable","Not str democrat","Catholic","Not applicable",NA
2000,"Separated",36,"Black","$25000 or more","Strong democrat","Christian","Not applicable",1
