tailnum,year,type,manufacturer,model,engines,seats,speed,engine
N169UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N170PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N170US,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N17104,1994,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N17105,1994,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N17108,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N17115,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N17122,1997,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N17126,1998,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N17128,1998,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N17133,1998,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N17138,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N17139,2000,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N17146,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N17159,2004,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N17169,2004,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N17185,2005,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N17196,2005,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N171DN,1990,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N171DZ,1998,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N171US,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N17229,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N17233,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N17244,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N17245,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N172DN,1990,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N172DZ,1998,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N172US,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N173AT,2004,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N173DZ,1998,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N173US,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N174AT,2004,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N174DN,1990,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N174DZ,1998,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N174US,NA,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N17560,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N175AT,2004,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N175DN,1990,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N175DZ,1999,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N176AT,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N176DN,1990,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N176DZ,1999,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N176PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N176UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N17719,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
N17730,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
N177DN,1991,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N177DZ,1999,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N177US,NA,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N178DN,1991,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N178DZ,2000,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N178JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N178US,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N17984,2000,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N179DN,1991,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N179JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N179UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N180DN,1992,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N180US,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N18101,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N18102,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N18112,1995,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N18114,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N18119,1997,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N18120,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N181DN,1992,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N181PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N181UW,NA,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N18220,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N18223,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N18243,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N182DN,1992,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N182UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N183DN,1993,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N183JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N183UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N184AT,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N184DN,1993,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N184JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N184US,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N18556,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N18557,NA,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N185DN,1995,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N185UW,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N186DN,1995,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N186PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N186US,2002,Fixed wing multi engine,AIRBUS,A321-211,2,199,NA,Turbo-fan
N187DN,1996,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N187JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N187PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N187US,2002,Fixed wing multi engine,AIRBUS,A321-211,2,199,NA,Turbo-fan
N188DN,1996,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N188US,2002,Fixed wing multi engine,AIRBUS,A321-211,2,199,NA,Turbo-fan
N189DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N189UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N190DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N190JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N190UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N19117,1996,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N19130,1998,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N19136,1999,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N19141,2000,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N191DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N191UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N192DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N192JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N192UW,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A321-211,2,199,NA,Turbo-jet
N193DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N193JB,2005,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N193UW,2008,Fixed wing multi engine,AIRBUS,A321-211,2,199,NA,Turbo-fan
N194DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N194UW,NA,Fixed wing multi engine,AIRBUS,A321-211,2,199,NA,Turbo-fan
N19554,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N195DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N195PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N195UW,2008,Fixed wing multi engine,AIRBUS,A321-211,2,199,NA,Turbo-fan
N196DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N196UW,2009,Fixed wing multi engine,AIRBUS,A321-211,2,199,NA,Turbo-fan
N197DN,1997,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N197JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N197PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N197UW,2009,Fixed wing multi engine,AIRBUS,A321-211,2,199,NA,Turbo-fan
N198DN,1998,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N198JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N198UW,2013,Fixed wing multi engine,AIRBUS,A321-211,2,199,NA,Turbo-fan
N19966,1999,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N199DN,1998,Fixed wing multi engine,BOEING,767-332,2,330,NA,Turbo-fan
N199UW,2013,Fixed wing multi engine,AIRBUS,A321-211,2,199,NA,Turbo-fan
N200PQ,2008,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N200WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N201AA,1959,Fixed wing single engine,CESSNA,150,1,2,90,Reciprocating
N201FR,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N201LV,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N202AA,1980,Fixed wing multi engine,CESSNA,421C,2,8,90,Reciprocating
N202FR,2008,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N202WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N203FR,2002,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-214,2,182,NA,Turbo-fan
N203JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N203WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N204FR,2004,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N204WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N205FR,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N205WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N206FR,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N206JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N206UA,1999,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N206WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N207FR,2010,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N207WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N208FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N208WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N20904,2012,Fixed wing multi engine,BOEING,787-8,2,260,NA,Turbo-fan
N209FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N209WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N210FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N210WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N21108,1994,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N21129,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N21130,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N21144,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N21154,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N21197,2006,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N211FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N211WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N212WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N213FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N213WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N214FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N214WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N21537,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N215WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N216FR,2011,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N216JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N216WR,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N21723,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
N217JC,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N218FR,2001,Fixed wing multi engine,AIRBUS INDUSTRIE,A320-214,2,182,NA,Turbo-fan
N218WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N219WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N220WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N221FR,2007,Fixed wing multi engine,AIRBUS,A320-214,2,182,NA,Turbo-fan
N221WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N222WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N223WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N224WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N225WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N226WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N227WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N228JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N228PQ,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N228UA,2002,Fixed wing multi engine,BOEING,777-222,2,400,NA,Turbo-fan
N228WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N22909,2001,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N22971,1999,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N229JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N229WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N230WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N23139,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N231JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N231WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N232PQ,2009,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N232WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N233LV,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N234WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N235WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N236JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N236WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N23707,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
N23708,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
N23721,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
N237WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N238JB,NA,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N238WN,2005,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N239JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N239WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N240AT,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N240WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N24103,2002,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N24128,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N241WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N24202,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N24211,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N24212,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N24224,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N242WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N243WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N244WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N245AY,1987,Fixed wing multi engine,BOEING,767-201,2,255,NA,Turbo-jet
N245WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N246LV,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N24702,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
N24706,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
N24715,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
N24729,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
N247JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N247WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N248WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N249JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N249WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N250WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N25134,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N251WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N252WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N253WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N254WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N255WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N256WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N25705,1998,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
N257WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N258JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N258WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N259WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N260WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N26123,1997,Fixed wing multi engine,BOEING,757-224,2,178,NA,Turbo-jet
N26141,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N261AT,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N261WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N26208,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N26210,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N26215,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N26226,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N262WN,2006,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N263WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N264LV,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N26545,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N26549,2002,Fixed wing multi engine,EMBRAER,EMB-145LR,2,55,NA,Turbo-fan
N265JB,2006,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N265WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N266JB,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N266WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N267JB,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N267WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N268WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N26906,2012,Fixed wing multi engine,BOEING,787-8,2,260,NA,Turbo-fan
N269WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N270WN,1998,Fixed wing multi engine,BOEING,737-705,2,149,NA,Turbo-fan
N27152,2003,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N27190,2005,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N271LV,NA,Fixed wing multi engine,BOEING,737-705,2,149,NA,Turbo-fan
N27200,2006,Fixed wing multi engine,EMBRAER,EMB-145XR,2,55,NA,Turbo-fan
N27205,2000,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N27213,1998,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N27239,1999,Fixed wing multi engine,BOEING,737-824,2,149,NA,Turbo-fan
N272AT,NA,Fixed wing multi engine,BOEING,777-200,2,400,NA,Turbo-jet
N272PQ,2013,Fixed wing multi engine,BOMBARDIER INC,CL-600-2D24,2,95,NA,Turbo-fan
N272WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N273AT,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N273JB,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N273WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N27421,2008,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N27477,2013,Fixed wing multi engine,BOEING,737-924ER,2,191,NA,Turbo-fan
N274JB,2007,Fixed wing multi engine,EMBRAER,ERJ 190-100 IGW,2,20,NA,Turbo-fan
N274WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N275WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N276AT,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
N276WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N27722,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
N27724,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
N27733,1999,Fixed wing multi engine,BOEING,737-724,2,149,NA,Turbo-jet
N277WN,2007,Fixed wing multi engine,BOEING,737-7H4,2,140,NA,Turbo-fan
N278AT,2005,Fixed wing multi engine,BOEING,737-76N,2,149,NA,Turbo-fan
